old                                      new
007c2684af58625bf76aa3f55c0f4a9b2cb60eea 0000000000000000000000000000000000000000
007c6c097fcd8a3cf692e39089a21fa24ac08736 19ffca1f5e4491b9c91ced929056784459e3afa9
0081d5b1c1445fcab74716693501aba37fbfa3bd 0000000000000000000000000000000000000000
00853e467c2a68d2c614a71a4fef8b4cd44f6d43 0000000000000000000000000000000000000000
008922dd52774f92951f46176789e4c8c58706bc 0000000000000000000000000000000000000000
008a657c1aad27a0227db656b6b4ca074863116b 0000000000000000000000000000000000000000
008af441d7702a1e347c9d269aa54119f389b038 0000000000000000000000000000000000000000
008fa5b8074a32dba53fad25ac7be269db6193a9 0000000000000000000000000000000000000000
0090e5a2fa67e89d030cc59cfc6cfcac4822ed52 0000000000000000000000000000000000000000
009395cfbc015cb0e51dd2cd77d53dd449f903ac b07f38b8d4f36e1f10eef486027861c575890f79
0094c193385eef6b6ba885629249f58af13c6e50 0000000000000000000000000000000000000000
009607ba2155f8003eb66e5d861d2a587a80626a 0000000000000000000000000000000000000000
009d44bfcf95f66acc36079401a290781821e1a2 2e8df611c8cbd3cb304b71ff092430220078434f
009e15d27df46c8eb15a6ec5650506d9ffa590f9 0000000000000000000000000000000000000000
009f215fc983eeded6161676bcffdd8cf3b6b080 0000000000000000000000000000000000000000
00a334f1ed5c05c41e9ba3e8b98148d2affe67dd 0000000000000000000000000000000000000000
00a507863ece069b2196102e593e4687ae6caefb 0000000000000000000000000000000000000000
00a6867b300b3415e9f3ff57e119c2f397b1f782 f6549911c230ca9e629e16718eed68c39a8b33a0
00a72bb55ff4d7d7967ad1f612933d057c0d8689 0000000000000000000000000000000000000000
00a8ae0c879a70f4bc96a707212482f0fcbd9ac6 0000000000000000000000000000000000000000
00abc11afb1a9f2d4e390030a484ea90f8e01ffa 0000000000000000000000000000000000000000
00af2527335d3e4273e1394f1af9042c7255e02d 0000000000000000000000000000000000000000
00af2cbfb312b1361189621f9aeba23af5a55258 0000000000000000000000000000000000000000
00b0b64b1a2bbffd5fc63b7a393a594b47e87d0a 0000000000000000000000000000000000000000
00b18f8b64fd1fddaaea35e19e6c44458b11fbd7 0000000000000000000000000000000000000000
00b214a0c59b1ace0dc975c66ac77ad57d1f01f9 0000000000000000000000000000000000000000
00b24704ca756314bc228bd627fd71a31a044102 0000000000000000000000000000000000000000
00b3ebfa6889fe3f66ff2e98b6696f3149e8f39c 0000000000000000000000000000000000000000
00b426f09cfdbcd1eaba5a18fc3cc933a0798817 9839ad119a35a91fc2c6bc0804e691b03aaa1ddc
00b427c07b7265a87aa3fca642ed697fc562dfb6 0000000000000000000000000000000000000000
00b4ce3753be1a4e85a76efa69e35e42fc5da648 0000000000000000000000000000000000000000
00b5a627e192e9189011524d7e95f02bc95a0278 0000000000000000000000000000000000000000
00bae4e7569849ccbb2216618c1cdef46d2c0196 0000000000000000000000000000000000000000
00bd361f5dd5187332a0bcc26460574867000f68 0000000000000000000000000000000000000000
00c0a55c4b75ed97d85eafc9740dfba160321f15 0000000000000000000000000000000000000000
00c0c9154d97339da23847f14d922e00ee1eba00 0000000000000000000000000000000000000000
00c18f561cd150228f4fcc47c718f5f837437b23 0000000000000000000000000000000000000000
00c345732cc0f78a39dbfd108f1d44d11f98472b 0000000000000000000000000000000000000000
00c86b65a140df7d19c3e77dedea31a617f79227 0000000000000000000000000000000000000000
00cbfe551a3399af7d38a294b2f7f5cbb93c0b04 0000000000000000000000000000000000000000
00ccd41946d9d3e88a40c080728274964068ead4 0000000000000000000000000000000000000000
00cdc7615c671e64a8875a17c9f178227090709a 0000000000000000000000000000000000000000
00ce37ce6d6bd02440ddb4808047a3ffa3d787c5 0000000000000000000000000000000000000000
00d3e7693071daa34730a9a2a8a72f7c2b3199aa 0000000000000000000000000000000000000000
00d66e2e46465313573dd957ab4b9ea51b1411c7 0000000000000000000000000000000000000000
00daa136b3e3524f9fb6dbe47cf8406c33bd6e06 0000000000000000000000000000000000000000
00ddc617d7a1ec7e22c389aec091d18830356e48 0000000000000000000000000000000000000000
00de84412243b49cabc7b160e55ccb1d8a12896d 0000000000000000000000000000000000000000
00e12e606dcf7bbc564fe461b9c90959574767d6 0000000000000000000000000000000000000000
00e1e8513835e12268543e801d763eb6421cf7f4 597eaf095bc58a0e8f779ea38b7ffdc8fdaea9ba
00e3977ca47c1b456c02811c4db704c11b00205d 0000000000000000000000000000000000000000
00e44d0d3ba36011d4e49d5ea0523e2ec4442c0f 09ad0687c418e25bec7dc5edc446c88fe094aacb
00e8d1f2b04d3c55e7e31a323be68f90d1662c7d 0000000000000000000000000000000000000000
00e983b75192c7b64c0e891b3f12247047b90eab 0000000000000000000000000000000000000000
00ee53b5e933e92f354be1b4be6f4493eed82d08 0000000000000000000000000000000000000000
00f0431f785442fd9d93fd241a946fe2d53ed748 ca1ffe68cc98677b276b54776c7bdf3d54592a06
00f143b8c8a75ab336458794cbb86ce01b246e28 0000000000000000000000000000000000000000
00f873a1d9fc9b118723fd64d57a2d301de2051a 0000000000000000000000000000000000000000
00f8e96bac6b7027aa37183a07da06abfaa73bba 0000000000000000000000000000000000000000
00fa1c917acdbef30b2d9d8d18cf2bd79c15a647 78232c0ba3d39dfa4c0a3b681e2d8587cb7335a6
00faf671314df8e3447ef763e1dc9a36abf6f2f3 0000000000000000000000000000000000000000
00ff0a3a0c1c3ffd26f9f9ab957bfc7fc8e3b1db 0000000000000000000000000000000000000000
010506a3445dc2fd37973c5cc6ddf8455e5a9f8b 0000000000000000000000000000000000000000
010542d1dcb9b1d5cd397a77ed580e50de25aca7 0000000000000000000000000000000000000000
0107196ab17ca7ae46f0324286399fcd7b7f6307 0000000000000000000000000000000000000000
0109b67c9bde5c789f0a6291e3e39684d6a6d27b 0000000000000000000000000000000000000000
010bb6179a6f35b826a6c5026454b5dcf3997e63 0000000000000000000000000000000000000000
010e798ea45b93b99fc150d14066db89606d3cf2 0000000000000000000000000000000000000000
010fa90dfd1a67ed6761cb1a878bf074249b2acf 0000000000000000000000000000000000000000
011596bcff82477d121de738e6cf83bd2b13bb40 0000000000000000000000000000000000000000
0115fcc0ddf232f5839a0c3a392a4c931bf949e1 0000000000000000000000000000000000000000
0117b816a28f8dee2053d7d9d375e303505a47fd 0000000000000000000000000000000000000000
011885f7c88cf18ccf4e8130d33d00ead3c37a93 0000000000000000000000000000000000000000
0119ca9ded3ec67b9905cd6feefba884e3e272cc 0000000000000000000000000000000000000000
011ba2f53b63c501daf8093ac38dc640cc7e67e8 0000000000000000000000000000000000000000
011bc82c67dc61262cbcc97c593701ed22160d80 0000000000000000000000000000000000000000
011c5396d51c778d112a8afbddc6227d5f794242 0000000000000000000000000000000000000000
011c65f4bbd961b42c795c0eaeecbf2dd751f688 0000000000000000000000000000000000000000
011ce33ac2ae261163f04fc6188dcc047984783c 481830faad63f7619f7bf6a3effbd15af12c65b5
01201ecc6a3624ec5ae96bb147bbf841fd3d0ae9 0000000000000000000000000000000000000000
01208e94e31a31395134f05615ec2932980dc35b 0000000000000000000000000000000000000000
01253d3618ae4d1a8cb074c8d8fcf1066741c3c3 beb7f1a23e0d1f004ab74a1d72b32ce50b4101c6
0127ad913f70df9460c0a31676723ff17a00d4ca 0000000000000000000000000000000000000000
012af70e473cb3365637d6327114810d47e3de3d 0000000000000000000000000000000000000000
012b14e6c66ffb0efe4e44f51aabc60693869019 0000000000000000000000000000000000000000
012d343b4c2fb2f6bddb586bc0a35936793bb95b 0000000000000000000000000000000000000000
013194233d91596282cfa2428a2c1967e57dcb23 0000000000000000000000000000000000000000
0132bc26572a6a262ce4c075d499675d34e4995b 0000000000000000000000000000000000000000
013472b27790176a9ba5df8f131804b595c7f28d 0000000000000000000000000000000000000000
0134df9c97857e905d6d443ccc5f33f6808dfc6b 0000000000000000000000000000000000000000
0135855ca8e714a6a6f92135495b25306542a3a2 0000000000000000000000000000000000000000
0135a20119867883ab8c57fb24b7535426233ca8 0000000000000000000000000000000000000000
0137d3c264ab0c1ce34bfbd9610319ed61326a3f 0000000000000000000000000000000000000000
013b8d588c701ac1d2d1b05a62ee8550cf24efb6 0000000000000000000000000000000000000000
013f8954530be78abfaa5d434341d3b88e9d86fa 0000000000000000000000000000000000000000
014378af8bcb77157ce2f9940bcb27f7494c80d6 3ad32ec80db46213fc5ae8239d628380c51319f0
01456abae91d2deff59db49856cb877e95665016 5fbb27cf38f4e67047f20efeb39bcc50c00793bc
01464996278963e8796d9cc18125e6a5fb54f3ad 0000000000000000000000000000000000000000
01483866fea8298add7fcb8fcdf0c246d2f63b02 0000000000000000000000000000000000000000
014d61c8d5d6d630b3fe26c75ce0ae6fa29903b4 0000000000000000000000000000000000000000
014d6b45dafcf03f067cfade94a4fe803c36d8a0 0000000000000000000000000000000000000000
014fb91956470b63e59f900626de1faf8dd47abd 0000000000000000000000000000000000000000
015111e38b187f8137d060e6da08be899d9de3c0 0000000000000000000000000000000000000000
0155d14f5743964d91e9c64b14dc481e005c7923 0000000000000000000000000000000000000000
0156acd4e713121bdc32712fa2d24a7f3b6866ca 0000000000000000000000000000000000000000
015830057408369ec0fae2888328509d6b5d8e5b 0000000000000000000000000000000000000000
015aa90a1c72fbf17257d4094a696a326d2da1d7 0000000000000000000000000000000000000000
015d59735fa6705b9ca2ded18baaadcd67574e68 c97d0605334aa6cb14a8e10e001c982fcd762224
01600c69a948a338e5023b1472308284537972e0 7436dff3b162dc35a8bef9748daa400a8198620f
01615908a96890ae29bcee3f0f611a5a571aa9f3 0000000000000000000000000000000000000000
0164a8c99951cc86cefafc654271246ca1fcc06e 0000000000000000000000000000000000000000
0164f8c66acc5fa7f1d41deee65de39adf20e1cc 0000000000000000000000000000000000000000
0165d8412f645fdcbb2ba17b69c0a79db654fa53 0000000000000000000000000000000000000000
016701cf6144d221f020010228b5ebd0ac0f2c10 0000000000000000000000000000000000000000
0167a2a94c6a6e5f7a1db7ca169f61155bbe5b29 766675b9d9daf7bc05247c5112ba74dbc56df393
0172434e4de36ca461c99a63c91d777db6f09d7c 0000000000000000000000000000000000000000
017824544c9fed5d985f9e213f7c8670bcbb3b39 0000000000000000000000000000000000000000
017be95eee5eedf963f9ee92f6af9f7b5ed8e593 0000000000000000000000000000000000000000
017ddc051b8136cc9116b57ce51f655fe681bb82 0000000000000000000000000000000000000000
017fb56c423765b4de83d78e873e7366f7891533 ca86a54184c3dcc3e62f6a7d1aa9c50cdaaddbea
01816f51531df11b416e6ae91f6f466611e8f4f0 c83e031df222ea4f98372e3c8734586a2fa3c130
0181b7f92742a930b7813bbb839fe4b014ea141b 0000000000000000000000000000000000000000
01820d7831b8afd76a817f032dd27777c8c2dcd8 0000000000000000000000000000000000000000
0184ad5ac02c1bbdf5f143398bc87e48465c7644 0000000000000000000000000000000000000000
01851927f909a3a383f93e04dff0c79d596916c6 0000000000000000000000000000000000000000
0185cc34ca3528205e3bda346a4d907c28a57bc5 0000000000000000000000000000000000000000
018869bd4de65338e91f4e1c6b72f3ba5166c511 0000000000000000000000000000000000000000
0189a49610b2e53b9e9be9f0457df9277bffaaee 0000000000000000000000000000000000000000
018b3e8f5a421ab2b584e9f01a0646efa2121f5b 0000000000000000000000000000000000000000
018f2740b71529a1356f49f7f9bcc731b67eb1d1 18a2032ddd6e78d24dd38a29dbadd934fac6c69b
018f4b4545db4ca6d2e051ed7a3a003e9379961f 0000000000000000000000000000000000000000
01904e809eaf0aa60e7ce0524400ddd5681c9541 0000000000000000000000000000000000000000
0194deb3cec8d79ae6b13700f3cd031d14597838 0000000000000000000000000000000000000000
0198ad76587cc23b2f03ddc396a8b7789a54d2ab 0000000000000000000000000000000000000000
01a1554829e40bc9e953e2ae32145c0fed9e035d 0000000000000000000000000000000000000000
01a4a100efc3dfdbe58ec8ae0a583ff37d15a612 0000000000000000000000000000000000000000
01a4f69692cffee2762df3ea1241748c670d050c 0000000000000000000000000000000000000000
01a52259d9a5b46e3916390066c5bccbbe076aef 0000000000000000000000000000000000000000
01a772ce9b33fbc138bd7141ff103266a7e2b806 0000000000000000000000000000000000000000
01a7e4684e48c837813eb6492dd8a8c2887f48d3 0000000000000000000000000000000000000000
01aaab5fa8b11fe212eb74a9497cc37dc0e3c681 0000000000000000000000000000000000000000
01adf8724e0b328ce3f50cb4d460e6124a03b314 0000000000000000000000000000000000000000
01af159c813489178caf38753413da4e474a50f0 2775c8f26a27918671de3a6daa768e16916a97d9
01affe9d1b477a955c469540637fc187315f8021 0000000000000000000000000000000000000000
01b2faf5b3e10754bb191d713f46764668170ad2 0000000000000000000000000000000000000000
01b47c57bb5ed44eff3911bc578612b91a8cdf50 0000000000000000000000000000000000000000
01b9412a602b38a00ed79ec563c3dc3f19d63703 84f3d15d3c326afcc1b8d53916291906d1564b4d
01b9638153aff68f4e9b5b142f2d6da49151fafa 0000000000000000000000000000000000000000
01ba7cb60a820f300053a9e2ebdbff8ddb679b8a 0000000000000000000000000000000000000000
01bd007b034e7b37d019c4ec3d5fca2f8955518f 47c9efc80af7915732f1856b9820f3de1883d9d6
01c3cad9c906938824679401cae850858796d26b 0000000000000000000000000000000000000000
01c5640cee6446e212716d70ee0db8b149f4b013 0000000000000000000000000000000000000000
01c763109c30a13b87358be1eb30f58608c9747e 2e80ac4c61f0d894c67131dd8bd40e48e2e53032
01c7f0ac158eb5dc0f508cc93bb5e8a0c2d4d2ba 0000000000000000000000000000000000000000
01cb7d495c454cea3828d75e181241b6ac3f15ae 0000000000000000000000000000000000000000
01cc4adcb1bfdf23c245351a0bec9e8e108d5c8a 0000000000000000000000000000000000000000
01ce565305ded280d0c4d81d0dc88d3489f54766 0000000000000000000000000000000000000000
01cfe6f98433cda67e53054826dd00fe1f1c17e5 0000000000000000000000000000000000000000
01d05a8acf54a7096d3d76c8675bc76dda796a58 18056a6f1db41bcaeffbf9204beb0bcca849024e
01d146a7f9f8485e2be5b0948f430bfb9bdc6afa cd9995b8b6b2445b3e8c4b0869a2bb3ba33d84cd
01d19a544891db839e36de8316e78f81de56c1ca 0000000000000000000000000000000000000000
01d2718356a6dc2df2e1141ce4d8e315e0f3f304 0b5a637bbe4389d5f7c0daf55e05d23f5abd25c2
01d277e32f450c405ac9bb9a19b14e616398af15 0000000000000000000000000000000000000000
01d53d9d7fc25ed8c8a8ce3065d8ca99e446742e 0000000000000000000000000000000000000000
01d58fdb1d9bfb8d86f112e7b1b1b8044adc9b4e 0000000000000000000000000000000000000000
01d98b9b7bb0528b3c8f3d91c18d97480bfeed53 0000000000000000000000000000000000000000
01db480ca7604528fce8eb7e095784651be9e0ce 0000000000000000000000000000000000000000
01dd438c488a20c9e1ea9e3445a92e83943bd702 0000000000000000000000000000000000000000
01dee487a7f82fbfa99ba833c589507734f1c284 0000000000000000000000000000000000000000
01e00c3f39160b09b62373ff52104778d3c106a5 0000000000000000000000000000000000000000
01e5ac284e9a79bb3709a4952a452e5d362968fc 0000000000000000000000000000000000000000
01e708a812563b8c99eae65eccbbfa89ffaf7585 0000000000000000000000000000000000000000
02039774d67568384c2dae24c3fc2a5e3866cabb 0000000000000000000000000000000000000000
0205d3f11d7662c2678523e7e8132e4ac596002d 57257de14ad663e5dd5675b3a613441a5b376993
0206d57dd8357483c6918dea69726200eb40c64c 0000000000000000000000000000000000000000
0207f79751057862d135eddc1bc4c12278a62795 0000000000000000000000000000000000000000
020d1e35e5f72c955e90fafbb14f42c8f173fb4b a4d4a7fba303974703ef750368f7a37f1b1dd83d
020edc73be983e8e2aca04782ff7c901da4afad7 4b515b9aa22477855284e90bf92976422df28d42
021177a6c51c17113c8e9a57045ce1569e17dbba 0000000000000000000000000000000000000000
0212fbf0262224c92c9c7dd4bad230bbb13d2cf8 0000000000000000000000000000000000000000
021351bd14ec5ce2e25b217d1c7e0ddefa0c3830 0000000000000000000000000000000000000000
02149ae11d5aa747c21d578882738f1314dc5513 0000000000000000000000000000000000000000
0214c184b6e6f5caf7e72d2ea4244eaf2f284aca 0000000000000000000000000000000000000000
02177b182ecd8ee5eb32dc4373c81b278de719d5 0000000000000000000000000000000000000000
0217894fbce17470601932352a1a8358d40fdf33 0000000000000000000000000000000000000000
0217f85ed26dc9511fb6b44e87d82f4b77adafa1 0000000000000000000000000000000000000000
0219f62dcd220d3c02911891b6946d82af232171 0000000000000000000000000000000000000000
021aa9aa060b358dd93c7fc90a8fed5a0eb1eecf 0000000000000000000000000000000000000000
021b31820deed83829d4ebb810e2712ea2e9d360 0000000000000000000000000000000000000000
021cc13b973aab1a5e4df76601d11a28b87103be 0000000000000000000000000000000000000000
021e8a170c7b17932c94f437e2d7fee472e51e96 0000000000000000000000000000000000000000
022241dd1a9b0bc74a43bb9d089b7691e58c57ae 0000000000000000000000000000000000000000
02237d4e03cb1766cfee23f15aa333527d002702 0000000000000000000000000000000000000000
02284193f1bbde106da56b7463c32d0511c46f8c 0000000000000000000000000000000000000000
022b895cae4fbf827411088e9e21d8e7a54dffe4 0000000000000000000000000000000000000000
022bc7317537a81a5f2dba0e75699ea05d0d680e 0000000000000000000000000000000000000000
022c09565bafc4a9a4da7551566d9f112fb29590 98230c91b7811bb5b6e1ac6b5847e3f52ee29a3b
022db99f60780afd340e0229c0fd8a5300890f22 be18c27966017d5f8ee4a6af5ec561b37a9b307e
022e424be84ae81307883ace8629ee9259c427b2 0000000000000000000000000000000000000000
022f827bc2e18c5238505c7f7a34732cdde0b8bf 0000000000000000000000000000000000000000
02302a754aa0b2ea9a783f792e2c2c6c54230829 0000000000000000000000000000000000000000
0231235092aa64d7e0abfd69de7fab047fba73b1 0000000000000000000000000000000000000000
02312b8f5fe49bc639ec680bbf26db689b3cdf65 0000000000000000000000000000000000000000
0231bf902c94140dec00bacb58fddde9d84e3eba 0000000000000000000000000000000000000000
023580173b3955526631968b55f13a567f7153d2 0000000000000000000000000000000000000000
023b39c4cea4b7896b60baf6b2f672de6b9f80e9 0000000000000000000000000000000000000000
023e3746f0d9ce4220a2bfb47e013ef469023a7f 0000000000000000000000000000000000000000
0241f6e074be177780a87f25bccd36e32018c503 ca4354556a3dab818dde2e4b4b5b45b1d1ba0eb0
02424f4d2aa60ff8f112fde36aa345282d0dad8e 0000000000000000000000000000000000000000
0245c2d9fad1e11f9b19520d34eb612a4c9fa753 0000000000000000000000000000000000000000
0246a855ff72a4831db6e03f6664f3789c97d557 005ec5a768c28b0ef500e3b6fa2b4bf1b6b388ae
02477ebd441452d6ae057ea63464020e45d88823 0000000000000000000000000000000000000000
024838e1398acbdfc38e856d42388003ad1a3518 ff22c0c81f0d68823f6085767c493a351973e1cb
024f0e6014e07bea51c71b1e2493953e5ee89b5c 40bf3ef81bc542b6ad84de3e4ecaeeccff5f52a8
0251334704d538b7691b7bafc7920ebc71434af5 0000000000000000000000000000000000000000
025256e0e17549c083277b2c94a494fe8784dbd1 d38b73d27687e19778d54ac7f29385467236df6e
025403747a9ba99158c71d8ed1f97e848e0f3295 0000000000000000000000000000000000000000
0254aef09939d0cc1ce466a47368f5ef8e99eb1f 0000000000000000000000000000000000000000
0254e633d2a0cf36c3b3a2ba19350019e12d3b4b 0000000000000000000000000000000000000000
0255bfb00bcde6f765f9d4e218ec3e00285afd29 2aa32a47c6c9b6c1d3093ecf26b46376a9879fd3
02580ba1bb17e502a535e6b488b3b8a2b818aeb6 0000000000000000000000000000000000000000
0258a77f1e015a5f708fade496309ddb11faea9c 701497a9d15a798428e067d45dab827b5fd35cbd
0259da6d78e81a0c176e970b8d8cc5a8e7015064 0000000000000000000000000000000000000000
025b312776a8a50ebbe4f8ef3ea219be7332abe9 b23896ffaec6f6ed51063c808fc7c87f69cb40d0
025bd5505bfa2ca4bf16790cc706628b84fa04b9 0000000000000000000000000000000000000000
025d1bab3cb0cd7081cf5fa4687e39f12e790dc9 da99429c550fae0e0909a652453f498242e23711
025f2d34ccb45dc2d8b865a758fd96601903f0d9 0000000000000000000000000000000000000000
0260694181b705e82972551748dc10153d58682e 0000000000000000000000000000000000000000
02639373d9dd6bc885029baa45b533a10a211447 78438dc4e9c777fa4aafe65eb309d01aaa5ee754
0264840fd565c28fc7c9890217d61923e443255a 0000000000000000000000000000000000000000
02667c113beff1e004e8de78ca36d80a096eaeaa 5fac7d78ad4868314098f599e1db0216507b77be
0266c9027f8210bc596793d768b030723454d0f2 0000000000000000000000000000000000000000
02678aa8dcd702584ebac06a545722fabde262ba 0000000000000000000000000000000000000000
026bae616bdefd357b577141f7266ed98e49735d 0000000000000000000000000000000000000000
0270934c6512abd74861577a0b3d85986be9507a 0000000000000000000000000000000000000000
0270ba78cda70c31c4a1f02bb807b9f9a9a218ea 0000000000000000000000000000000000000000
0272dc9ba7a768da323f20e4c36512ab0bdf6e42 0000000000000000000000000000000000000000
0275399b1ca018321c150f4baf58c2fafeb0100d 7c2a7d16ad0b8edc87a276f5d39d0db9b636a35d
027a265be6017291d89ec0c50e1ad3df197513ca 0000000000000000000000000000000000000000
027e04148e61b8f352d7744f8386be40ebf62c56 0000000000000000000000000000000000000000
027f187b3ed8cdec60db6f83baf8f62b536d1101 0000000000000000000000000000000000000000
0284002995aac52914ab5da7fded406e0153bb8a b63748782411b3a2796fbafab23acd5779d384f8
028513e94be0922956387803e75b575973539254 ff0753514260882101c3975bbd9275b952cf4ff2
02855bcfcbdbceb4956260825d857cb50697804b 0000000000000000000000000000000000000000
0285f15002f3e12f583fdfe7e2a30db1c5ff2d3c 0000000000000000000000000000000000000000
0287c96d798d041d97c5a8c43514eb1d59bffe92 0000000000000000000000000000000000000000
028871848a640b68a47639ffd4114132f693a3b2 0000000000000000000000000000000000000000
028a5aff9c676c03851e28d1e025313146b7c36e 0000000000000000000000000000000000000000
028c8b7bc80eabcb172511fcb5392e595e1eb324 0000000000000000000000000000000000000000
02946588d9a67e2688626a44d92d522cae396fbe 0000000000000000000000000000000000000000
02952721936dba44fdeb66a9a8afdee946173e27 0000000000000000000000000000000000000000
0296bdbc0ea6902e95564a8bb1d2f762a2db6964 0000000000000000000000000000000000000000
029ab30c40dc8c94480f3adcf2737771ebf3a8dc 0000000000000000000000000000000000000000
029d35eff84f9fcf0aec87e4b2d49c165a11f1e7 0000000000000000000000000000000000000000
029f19dbc090e4d249a23c0ab087d47059b37adc 0000000000000000000000000000000000000000
02a0a89dc6ac47c4aaaf044832ebcf87562e8458 0000000000000000000000000000000000000000
02a147968f7ab2c1cd0d4e3ef238180cbbfd7b3c 0000000000000000000000000000000000000000
02a29cf9324a709605fbf3d6914b43a50cace8cf 0000000000000000000000000000000000000000
02a45af6c08bb7c8ae0a3b7471338f920eab1ed1 0000000000000000000000000000000000000000
02a57b874ed7096259f6f3f4c008d0b0718afa26 0000000000000000000000000000000000000000
